schedule_id,publish_date,publish_at,production_not_before,review_by,status,priority,format,type,template,hero,cast_id,working_title,topic,search_query,minutes,seed,event,expires_at,source_ids,evidence,readiness,llm_calls_max,existing_queue_id,existing_slug,source_schedule_ids,fallback,notes,publication_status,uploaded_at,release_url
dd-2026-10-29,2026-10-29,2026-10-29T18:00:00+05:30,2026-10-28T03:30:00Z,2026-10-25,planned,50,template,rhyme,lullaby,fox,fiona,"Goodnight, Fiona",,gentle bedtime song for toddlers,5.5,20261029,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Review that Director pacing remains calm; do not promise improved sleep.,planned,,
dd-2026-10-30,2026-10-30,2026-10-30T18:00:00+05:30,2026-10-29T03:30:00Z,2026-10-26,planned,80,story,story,,fox,fiona,Fiona Makes Halloween Friendly,"Fiona plans a pumpkin party, asks each friend what feels fun, and changes a noisy game into a gentle one. Finish with an inclusive wave and goodbye. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",halloween story for preschool,5.5,20261030,Halloween,2026-10-31T23:59:59+05:30,"[""halloween"",""quality""]",seasonal_hypothesis,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-10-31,2026-10-31,2026-10-31T18:00:00+05:30,2026-10-30T03:30:00Z,2026-10-27,planned,40,flex,,,bunny,taffy,Taffy's Diwali Color Patterns — trend-review candidate,,diwali colors for kids,5.5,20261031,Diwali,2026-11-08T23:59:59+05:30,"[""india_dates"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Seasonal pattern template plus approved rangoli visuals; do not relabel generic colors. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-11-01,2026-11-01,2026-11-01T18:00:00+05:30,2026-10-31T03:30:00Z,2026-10-28,planned,50,compilation,,,,,Sunny Meadow: Kindness and Learning — 2026-11-01,,,17,20261101,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-10-27"",""dd-2026-10-28"",""dd-2026-10-29""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-11-02,2026-11-02,2026-11-02T18:00:00+05:30,2026-11-01T03:30:00Z,2026-10-29,planned,50,template,rhyme,body-parts,turtle,tilly,Body Parts With Grandpa Tilly!,,body parts song for kids,5.5,20261102,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check plural grammar and anatomy against the selected animal.,planned,,
dd-2026-11-03,2026-11-03,2026-11-03T18:00:00+05:30,2026-11-02T03:30:00Z,2026-10-30,planned,80,story,story,,bunny,taffy,Taffy Makes Room for Every Friend,"Taffy prepares a Diwali gathering and notices Ben has no comfortable space. She rearranges the meadow seats and welcomes everyone. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",diwali story for preschool,5.5,20261103,Diwali,2026-11-08T23:59:59+05:30,"[""india_dates"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-11-04,2026-11-04,2026-11-04T18:00:00+05:30,2026-11-03T03:30:00Z,2026-10-31,planned,50,template,rhyme,animal-sounds,owl,ozzy,Animal Sounds With Professor Ozzy!,,animal sounds for toddlers,5.5,20261104,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check chorus sound labels against the six-cast lesson; do not imply every named sound has an on-screen animal.,planned,,
dd-2026-11-05,2026-11-05,2026-11-05T18:00:00+05:30,2026-11-04T03:30:00Z,2026-11-01,planned,50,template,rhyme,counting,bunny,taffy,Count With Taffy!,,counting 1 to 10 song for toddlers,5.5,20261105,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-06,2026-11-06,2026-11-06T18:00:00+05:30,2026-11-05T03:30:00Z,2026-11-02,planned,80,story,story,,owl,ozzy,Ozzy's Diwali Thank-You Circle,"Ozzy invites the six friends to say one thing they appreciate at their Diwali gathering. Keep descriptions culturally modest and accurate; no invented ritual. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",diwali story for preschool,5.5,20261106,Diwali,2026-11-08T23:59:59+05:30,"[""india_dates"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-11-07,2026-11-07,2026-11-07T18:00:00+05:30,2026-11-06T03:30:00Z,2026-11-03,planned,40,flex,,,bunny,taffy,Taffy's Diwali Color Patterns — trend-review candidate,,diwali colors for kids,5.5,20261107,Diwali,2026-11-08T23:59:59+05:30,"[""india_dates"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Seasonal pattern template plus approved rangoli visuals; do not relabel generic colors. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-11-08,2026-11-08,2026-11-08T18:00:00+05:30,2026-11-07T03:30:00Z,2026-11-04,planned,50,compilation,,,,,Sunny Meadow: Kindness and Learning — 2026-11-08,,,17,20261108,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-11-04"",""dd-2026-11-05"",""dd-2026-11-06""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-11-09,2026-11-09,2026-11-09T18:00:00+05:30,2026-11-08T03:30:00Z,2026-11-05,planned,50,template,rhyme,colors,bear,ben,Colors With Ben!,,colors song for toddlers,5.5,20261109,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-10,2026-11-10,2026-11-10T18:00:00+05:30,2026-11-09T03:30:00Z,2026-11-06,planned,60,story,story,,bear,ben,Ben Finds a Reason to Say Thank You,"Ben thinks only big presents deserve thanks. Daisy and Tilly show small everyday help; Ben notices and thanks each friend. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",gratitude story for preschool,5.5,20261110,,,"[""gratitude"",""quality""]",established_need,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-11,2026-11-11,2026-11-11T18:00:00+05:30,2026-11-10T03:30:00Z,2026-11-07,planned,50,template,rhyme,actions,duck,daisy,Move With Daisy!,,movement song for preschool,5.5,20261111,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-12,2026-11-12,2026-11-12T18:00:00+05:30,2026-11-11T03:30:00Z,2026-11-08,planned,50,template,rhyme,shapes,fox,fiona,Shapes With Fiona!,,shapes song for kids,5.5,20261112,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-13,2026-11-13,2026-11-13T18:00:00+05:30,2026-11-12T03:30:00Z,2026-11-09,planned,60,story,story,,duck,daisy,Daisy Invites Everyone to Play,"Daisy makes a meadow game with a sitting option so all six friends can join. A story about choices and belonging. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",kindness story for preschool,5.5,20261113,,,"[""quality"",""feelings""]",established_need,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-14,2026-11-14,2026-11-14T18:00:00+05:30,2026-11-13T03:30:00Z,2026-11-10,planned,40,flex,,,owl,ozzy,Ozzy's First Letter Sounds — trend-review candidate,,letter sounds for preschool,5.5,20261114,,,"[""phonics"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"New phonics template and reviewed letter-sound audio; Kokoro pronunciations require listening checks. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-11-15,2026-11-15,2026-11-15T18:00:00+05:30,2026-11-14T03:30:00Z,2026-11-11,planned,50,compilation,,,,,Sunny Meadow: Kindness and Learning — 2026-11-15,,,17,20261115,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-11-11"",""dd-2026-11-12"",""dd-2026-11-13""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-11-16,2026-11-16,2026-11-16T18:00:00+05:30,2026-11-15T03:30:00Z,2026-11-12,planned,50,template,rhyme,opposites,turtle,tilly,Opposites With Grandpa Tilly!,,opposites for kids,5.5,20261116,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-17,2026-11-17,2026-11-17T18:00:00+05:30,2026-11-16T03:30:00Z,2026-11-13,planned,60,story,story,,fox,fiona,Fiona and the Missing Thank You,"Fiona enjoys a picnic but forgets the friends who helped. She retraces the helpful moments and thanks them without being shamed. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",gratitude story for preschool,5.5,20261117,,,"[""gratitude""]",established_need,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-18,2026-11-18,2026-11-18T18:00:00+05:30,2026-11-17T03:30:00Z,2026-11-14,planned,50,template,rhyme,lullaby,owl,ozzy,"Goodnight, Professor Ozzy",,gentle bedtime song for toddlers,5.5,20261118,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Review that Director pacing remains calm; do not promise improved sleep.,planned,,
dd-2026-11-19,2026-11-19,2026-11-19T18:00:00+05:30,2026-11-18T03:30:00Z,2026-11-15,planned,50,template,rhyme,body-parts,bunny,taffy,Body Parts With Taffy!,,body parts song for kids,5.5,20261119,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check plural grammar and anatomy against the selected animal.,planned,,
dd-2026-11-20,2026-11-20,2026-11-20T18:00:00+05:30,2026-11-19T03:30:00Z,2026-11-16,planned,80,story,story,,turtle,tilly,Grandpa Tilly's Thankful Picnic,"At a Thanksgiving-themed picnic, Tilly explains giving thanks in simple terms. Each friend names one act of kindness. No new turkey character or historical reenactment. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",thanksgiving story for preschool,5.5,20261120,Thanksgiving,2026-11-26T23:59:59+05:30,"[""gratitude"",""us_dates""]",seasonal_hypothesis,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-21,2026-11-21,2026-11-21T18:00:00+05:30,2026-11-20T03:30:00Z,2026-11-17,planned,40,flex,,,bunny,taffy,Taffy's Stop-and-Go Dance — trend-review candidate,,freeze dance for preschool,5.5,20261121,,,"[""freeze"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"New deterministic freeze-dance template with real stop cues; existing actions template is not freeze dance. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-11-22,2026-11-22,2026-11-22T18:00:00+05:30,2026-11-21T03:30:00Z,2026-11-18,planned,50,compilation,,,,,Sunny Meadow: Kindness and Learning — 2026-11-22,,,17,20261122,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-11-18"",""dd-2026-11-19"",""dd-2026-11-20""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-11-23,2026-11-23,2026-11-23T18:00:00+05:30,2026-11-22T03:30:00Z,2026-11-19,planned,50,template,rhyme,animal-sounds,bear,ben,Animal Sounds With Ben!,,animal sounds for toddlers,5.5,20261123,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check chorus sound labels against the six-cast lesson; do not imply every named sound has an on-screen animal.,planned,,
dd-2026-11-24,2026-11-24,2026-11-24T18:00:00+05:30,2026-11-23T03:30:00Z,2026-11-20,planned,80,story,story,,bunny,taffy,Taffy Saves a Place at the Table,"Taffy notices Ozzy has been left out of a Thanksgiving picnic and makes room. Teach noticing, asking, and including. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",thanksgiving story for preschool,5.5,20261124,Thanksgiving,2026-11-26T23:59:59+05:30,"[""gratitude"",""us_dates""]",seasonal_hypothesis,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-25,2026-11-25,2026-11-25T18:00:00+05:30,2026-11-24T03:30:00Z,2026-11-21,planned,50,template,rhyme,counting,fox,fiona,Count With Fiona!,,counting 1 to 10 song for toddlers,5.5,20261125,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-26,2026-11-26,2026-11-26T18:00:00+05:30,2026-11-25T03:30:00Z,2026-11-22,planned,50,template,rhyme,colors,turtle,tilly,Colors With Grandpa Tilly!,,colors song for toddlers,5.5,20261126,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-11-27,2026-11-27,2026-11-27T18:00:00+05:30,2026-11-26T03:30:00Z,2026-11-23,planned,80,story,story,,owl,ozzy,Ozzy and the First Winter Morning,"Ozzy helps Daisy notice cold weather and choose warm clothes. End with a calm indoor game; treat winter as a setting, not weather everywhere. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",winter story for preschool,5.5,20261127,winter,2027-02-28T23:59:59+05:30,"[""quality"",""routines""]",seasonal_hypothesis,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-11-28,2026-11-28,2026-11-28T18:00:00+05:30,2026-11-27T03:30:00Z,2026-11-24,planned,40,flex,,,fox,fiona,Fiona's Warm-Up and Freeze — trend-review candidate,,winter movement for preschool,5.5,20261128,,,"[""freeze"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"New freeze-dance template; no extra character. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-11-29,2026-11-29,2026-11-29T18:00:00+05:30,2026-11-28T03:30:00Z,2026-11-25,planned,50,compilation,,,,,Sunny Meadow: Kindness and Learning — 2026-11-29,,,17,20261129,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-11-25"",""dd-2026-11-26"",""dd-2026-11-27""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-11-30,2026-11-30,2026-11-30T18:00:00+05:30,2026-11-29T03:30:00Z,2026-11-26,planned,50,template,rhyme,actions,owl,ozzy,Move With Professor Ozzy!,,movement song for preschool,5.5,20261130,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-01,2026-12-01,2026-12-01T18:00:00+05:30,2026-11-30T03:30:00Z,2026-11-27,planned,80,story,story,,bear,ben,Ben Makes a Thoughtful Christmas Gift,"Ben worries his homemade Christmas card is too simple. Taffy shows that noticing what a friend likes makes a gift thoughtful. No shopping or new Santa character. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261201,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-02,2026-12-02,2026-12-02T18:00:00+05:30,2026-12-01T03:30:00Z,2026-11-28,planned,50,template,rhyme,shapes,duck,daisy,Shapes With Daisy!,,shapes song for kids,5.5,20261202,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-03,2026-12-03,2026-12-03T18:00:00+05:30,2026-12-02T03:30:00Z,2026-11-29,planned,50,template,rhyme,opposites,bear,ben,Opposites With Ben!,,opposites for kids,5.5,20261203,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-04,2026-12-04,2026-12-04T18:00:00+05:30,2026-12-03T03:30:00Z,2026-11-30,planned,80,story,story,,duck,daisy,Daisy Learns to Wait for Christmas,"Daisy wants the celebration now. Tilly gives her one small helpful activity for today, and she practises waiting. Avoid endless countdown repetition. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261204,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""feelings""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-05,2026-12-05,2026-12-05T18:00:00+05:30,2026-12-04T03:30:00Z,2026-12-01,planned,40,flex,,,bear,ben,Ben's Little Christmas Kindness — trend-review candidate,,christmas kindness story for preschool,5.5,20261205,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Original story using at most one free script call; festive visual review. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-12-06,2026-12-06,2026-12-06T18:00:00+05:30,2026-12-05T03:30:00Z,2026-12-02,planned,50,compilation,,,,,Sunny Meadow: Cozy Learning Together — 2026-12-06,,,17,20261206,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-12-02"",""dd-2026-12-03"",""dd-2026-12-04""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-12-07,2026-12-07,2026-12-07T18:00:00+05:30,2026-12-06T03:30:00Z,2026-12-03,planned,50,template,rhyme,lullaby,bunny,taffy,"Goodnight, Taffy",,gentle bedtime song for toddlers,5.5,20261207,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Review that Director pacing remains calm; do not promise improved sleep.,planned,,
dd-2026-12-08,2026-12-08,2026-12-08T18:00:00+05:30,2026-12-07T03:30:00Z,2026-12-04,planned,80,story,story,,fox,fiona,Fiona Shares the Christmas Decorations,"Fiona wants to choose every decoration. Ben suggests taking turns, and their friends make a shared display. Use approved decorative assets, no new named characters. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261208,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-09,2026-12-09,2026-12-09T18:00:00+05:30,2026-12-08T03:30:00Z,2026-12-05,planned,50,template,rhyme,body-parts,fox,fiona,Body Parts With Fiona!,,body parts song for kids,5.5,20261209,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check plural grammar and anatomy against the selected animal.,planned,,
dd-2026-12-10,2026-12-10,2026-12-10T18:00:00+05:30,2026-12-09T03:30:00Z,2026-12-06,planned,50,template,rhyme,animal-sounds,duck,daisy,Animal Sounds With Daisy!,,animal sounds for toddlers,5.5,20261210,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check chorus sound labels against the six-cast lesson; do not imply every named sound has an on-screen animal.,planned,,
dd-2026-12-11,2026-12-11,2026-12-11T18:00:00+05:30,2026-12-10T03:30:00Z,2026-12-07,planned,80,story,story,,turtle,tilly,Grandpa Tilly's Quiet Christmas Evening,"Tilly notices the party is tiring Daisy. They choose a quiet corner, name what they need, and enjoy a gentle goodbye. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261211,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""feelings""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-12,2026-12-12,2026-12-12T18:00:00+05:30,2026-12-11T03:30:00Z,2026-12-08,planned,40,flex,,,fox,fiona,Fiona's Warm-Up and Freeze — trend-review candidate,,winter movement for preschool,5.5,20261212,,,"[""freeze"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"New freeze-dance template; no extra character. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
